nome;email;idade;cidade
User 677;user677@email.com;19;Rio de Janeiro
User 678;user678@email.com;59;Fortaleza
User 679;user679@email.com;18;Fortaleza
User 680;user680@email.com;32;São Paulo
User 681;user681@email.com;49;Fortaleza
User 682;user682@email.com;23;Rio de Janeiro
User 683;user683@email.com;66;São Paulo
User 684;user684@email.com;52;Rio de Janeiro
User 685;user685@email.com;61;Rio de Janeiro
User 686;user686@email.com;35;Rio de Janeiro
User 687;user687@email.com;24;Fortaleza
User 688;user688@email.com;40;São Paulo
User 689;user689@email.com;59;São Paulo
User 690;user690@email.com;18;São Paulo
User 691;user691@email.com;67;Rio de Janeiro
User 692;user692@email.com;70;Rio de Janeiro
User 693;user693@email.com;58;Rio de Janeiro
User 694;user694@email.com;59;São Paulo
User 695;user695@email.com;31;Rio de Janeiro
User 696;user696@email.com;58;São Paulo
User 697;user697@email.com;68;Rio de Janeiro
User 698;user698@email.com;57;São Paulo
User 699;user699@email.com;19;São Paulo
User 700;user700@email.com;26;São Paulo
User 701;user701@email.com;53;São Paulo
User 702;user702@email.com;63;Fortaleza
User 703;user703@email.com;52;Fortaleza
User 704;user704@email.com;20;São Paulo
User 705;user705@email.com;60;São Paulo
User 706;user706@email.com;29;Fortaleza
User 707;user707@email.com;50;Fortaleza
User 708;user708@email.com;56;Fortaleza
User 709;user709@email.com;31;Fortaleza
User 710;user710@email.com;44;São Paulo
User 711;user711@email.com;36;São Paulo
User 712;user712@email.com;47;Fortaleza
User 713;user713@email.com;69;Fortaleza
User 714;user714@email.com;62;São Paulo
User 715;user715@email.com;25;Rio de Janeiro
User 716;user716@email.com;36;Fortaleza
User 717;user717@email.com;67;Rio de Janeiro
User 718;user718@email.com;34;Rio de Janeiro
User 719;user719@email.com;52;São Paulo
User 720;user720@email.com;36;Rio de Janeiro
User 721;user721@email.com;40;Rio de Janeiro
User 722;user722@email.com;28;Fortaleza
User 723;user723@email.com;18;São Paulo
User 724;user724@email.com;33;Fortaleza
User 725;user725@email.com;67;São Paulo
User 726;user726@email.com;20;Rio de Janeiro
User 727;user727@email.com;23;Fortaleza
User 728;user728@email.com;32;Fortaleza
User 729;user729@email.com;57;Fortaleza
User 730;user730@email.com;39;São Paulo
User 731;user731@email.com;49;São Paulo
User 732;user732@email.com;36;Rio de Janeiro
User 733;user733@email.com;38;São Paulo
User 734;user734@email.com;21;São Paulo
User 735;user735@email.com;54;São Paulo
User 736;user736@email.com;47;São Paulo
User 737;user737@email.com;37;Rio de Janeiro
User 738;user738@email.com;46;Rio de Janeiro
User 739;user739@email.com;30;Rio de Janeiro
User 740;user740@email.com;61;Fortaleza
User 741;user741@email.com;67;Rio de Janeiro
User 742;user742@email.com;61;Fortaleza
User 743;user743@email.com;37;São Paulo
User 744;user744@email.com;44;Fortaleza
User 745;user745@email.com;39;Fortaleza
User 746;user746@email.com;59;Fortaleza
User 747;user747@email.com;37;São Paulo
User 748;user748@email.com;29;São Paulo
User 749;user749@email.com;58;São Paulo
User 750;user750@email.com;52;Rio de Janeiro
User 751;user751@email.com;46;São Paulo
User 752;user752@email.com;66;Rio de Janeiro
User 753;user753@email.com;42;Rio de Janeiro
User 754;user754@email.com;69;São Paulo
User 755;user755@email.com;53;São Paulo
User 756;user756@email.com;38;Fortaleza
User 757;user757@email.com;41;Rio de Janeiro
User 758;user758@email.com;36;Rio de Janeiro
User 759;user759@email.com;33;São Paulo
User 760;user760@email.com;57;Fortaleza
User 761;user761@email.com;39;Fortaleza
User 762;user762@email.com;19;Rio de Janeiro
User 763;user763@email.com;51;Rio de Janeiro
User 764;user764@email.com;22;São Paulo
User 765;user765@email.com;32;São Paulo
User 766;user766@email.com;35;São Paulo
User 767;user767@email.com;58;São Paulo
User 768;user768@email.com;43;Fortaleza
User 769;user769@email.com;64;Fortaleza
User 770;user770@email.com;70;São Paulo
User 771;user771@email.com;37;São Paulo
User 772;user772@email.com;43;São Paulo
User 773;user773@email.com;65;Rio de Janeiro
User 774;user774@email.com;53;Rio de Janeiro
User 775;user775@email.com;67;Fortaleza
User 776;user776@email.com;27;Rio de Janeiro
User 777;user777@email.com;46;São Paulo
User 778;user778@email.com;61;São Paulo
User 779;user779@email.com;32;Fortaleza
User 780;user780@email.com;61;Fortaleza
User 781;user781@email.com;30;Rio de Janeiro
User 782;user782@email.com;49;Fortaleza
User 783;user783@email.com;57;São Paulo
User 784;user784@email.com;60;São Paulo
User 785;user785@email.com;19;São Paulo
User 786;user786@email.com;62;Fortaleza
User 787;user787@email.com;64;São Paulo
User 788;user788@email.com;64;Rio de Janeiro
User 789;user789@email.com;25;Fortaleza
User 790;user790@email.com;27;Rio de Janeiro
User 791;user791@email.com;34;Rio de Janeiro
User 792;user792@email.com;55;Fortaleza
User 793;user793@email.com;52;Rio de Janeiro
User 794;user794@email.com;66;São Paulo
User 795;user795@email.com;19;São Paulo
User 796;user796@email.com;70;São Paulo
User 797;user797@email.com;69;Rio de Janeiro
User 798;user798@email.com;18;Rio de Janeiro
User 799;user799@email.com;53;São Paulo
User 800;user800@email.com;51;Rio de Janeiro
User 801;user801@email.com;26;São Paulo
User 802;user802@email.com;40;São Paulo
User 803;user803@email.com;34;Fortaleza
User 804;user804@email.com;62;Fortaleza
User 805;user805@email.com;38;Rio de Janeiro
User 806;user806@email.com;58;Fortaleza
User 807;user807@email.com;43;Rio de Janeiro
User 808;user808@email.com;65;São Paulo
User 809;user809@email.com;45;Rio de Janeiro
User 810;user810@email.com;32;Rio de Janeiro
User 811;user811@email.com;18;São Paulo
User 812;user812@email.com;57;São Paulo
User 813;user813@email.com;20;São Paulo
User 814;user814@email.com;27;São Paulo
User 815;user815@email.com;37;Fortaleza
User 816;user816@email.com;43;Rio de Janeiro
User 817;user817@email.com;36;Fortaleza
User 818;user818@email.com;57;Fortaleza
User 819;user819@email.com;54;São Paulo
User 820;user820@email.com;65;São Paulo
User 821;user821@email.com;31;São Paulo
User 822;user822@email.com;66;São Paulo
User 823;user823@email.com;24;Fortaleza
User 824;user824@email.com;38;Rio de Janeiro
User 825;user825@email.com;38;Fortaleza
User 826;user826@email.com;41;São Paulo
User 827;user827@email.com;33;Rio de Janeiro
User 828;user828@email.com;58;São Paulo
User 829;user829@email.com;50;São Paulo
User 830;user830@email.com;28;Rio de Janeiro
User 831;user831@email.com;66;Rio de Janeiro
User 832;user832@email.com;63;Rio de Janeiro
User 833;user833@email.com;19;São Paulo
User 834;user834@email.com;38;Fortaleza
User 835;user835@email.com;58;Rio de Janeiro
User 836;user836@email.com;56;São Paulo
User 837;user837@email.com;36;Rio de Janeiro
User 838;user838@email.com;27;Fortaleza
User 839;user839@email.com;40;Rio de Janeiro
User 840;user840@email.com;38;Fortaleza
User 841;user841@email.com;43;São Paulo
User 842;user842@email.com;42;São Paulo
User 843;user843@email.com;42;Rio de Janeiro
User 844;user844@email.com;42;Fortaleza
User 845;user845@email.com;26;Fortaleza
User 846;user846@email.com;28;Rio de Janeiro
User 847;user847@email.com;21;Fortaleza
User 848;user848@email.com;58;Fortaleza
User 849;user849@email.com;55;Fortaleza
User 850;user850@email.com;70;São Paulo
User 851;user851@email.com;26;São Paulo
User 852;user852@email.com;62;Rio de Janeiro
User 853;user853@email.com;53;Rio de Janeiro
User 854;user854@email.com;64;São Paulo
User 855;user855@email.com;22;Rio de Janeiro
User 856;user856@email.com;31;São Paulo
User 857;user857@email.com;57;São Paulo
User 858;user858@email.com;66;Rio de Janeiro
User 859;user859@email.com;60;São Paulo
User 860;user860@email.com;33;Rio de Janeiro
User 861;user861@email.com;68;Rio de Janeiro
User 862;user862@email.com;24;Fortaleza
User 863;user863@email.com;47;Rio de Janeiro
User 864;user864@email.com;27;Fortaleza
User 865;user865@email.com;43;Fortaleza
User 866;user866@email.com;63;São Paulo
User 867;user867@email.com;37;Rio de Janeiro
User 868;user868@email.com;51;Rio de Janeiro
User 869;user869@email.com;44;Fortaleza
User 870;user870@email.com;63;Fortaleza
User 871;user871@email.com;52;Rio de Janeiro
User 872;user872@email.com;55;Fortaleza
User 873;user873@email.com;61;São Paulo
User 874;user874@email.com;38;Rio de Janeiro
User 875;user875@email.com;58;São Paulo
User 876;user876@email.com;31;Fortaleza
User 877;user877@email.com;52;Fortaleza
User 878;user878@email.com;64;Fortaleza
User 879;user879@email.com;40;Rio de Janeiro
User 880;user880@email.com;47;São Paulo
User 881;user881@email.com;33;São Paulo
User 882;user882@email.com;19;Rio de Janeiro
User 883;user883@email.com;68;São Paulo
User 884;user884@email.com;39;São Paulo
User 885;user885@email.com;68;Fortaleza
User 886;user886@email.com;35;Fortaleza
User 887;user887@email.com;18;Rio de Janeiro
User 888;user888@email.com;43;Fortaleza
User 889;user889@email.com;60;São Paulo
User 890;user890@email.com;19;Fortaleza
User 891;user891@email.com;27;Rio de Janeiro
User 892;user892@email.com;56;Fortaleza
User 893;user893@email.com;22;São Paulo
User 894;user894@email.com;37;Rio de Janeiro
User 895;user895@email.com;38;São Paulo
User 896;user896@email.com;35;Fortaleza
User 897;user897@email.com;60;São Paulo
User 898;user898@email.com;61;Fortaleza
User 899;user899@email.com;19;Fortaleza
User 900;user900@email.com;50;Rio de Janeiro
User 901;user901@email.com;70;Rio de Janeiro
User 902;user902@email.com;26;Fortaleza
User 903;user903@email.com;33;Fortaleza
User 904;user904@email.com;50;Fortaleza
User 905;user905@email.com;69;Rio de Janeiro
User 906;user906@email.com;38;Rio de Janeiro
User 907;user907@email.com;51;Rio de Janeiro
User 908;user908@email.com;40;Rio de Janeiro
User 909;user909@email.com;38;Rio de Janeiro
User 910;user910@email.com;56;São Paulo
User 911;user911@email.com;41;São Paulo
User 912;user912@email.com;36;Rio de Janeiro
User 913;user913@email.com;46;Rio de Janeiro
User 914;user914@email.com;69;Rio de Janeiro
User 915;user915@email.com;42;Rio de Janeiro
User 916;user916@email.com;55;São Paulo
User 917;user917@email.com;56;São Paulo
User 918;user918@email.com;39;Fortaleza
User 919;user919@email.com;65;Rio de Janeiro
User 920;user920@email.com;46;Fortaleza
User 921;user921@email.com;18;Rio de Janeiro
User 922;user922@email.com;66;Fortaleza
User 923;user923@email.com;18;Fortaleza
User 924;user924@email.com;47;São Paulo
User 925;user925@email.com;65;Fortaleza
User 926;user926@email.com;33;Rio de Janeiro
User 927;user927@email.com;67;São Paulo
User 928;user928@email.com;64;Rio de Janeiro
User 929;user929@email.com;52;São Paulo
User 930;user930@email.com;28;Fortaleza
User 931;user931@email.com;42;São Paulo
User 932;user932@email.com;60;Rio de Janeiro
User 933;user933@email.com;61;Fortaleza
User 934;user934@email.com;47;Rio de Janeiro
User 935;user935@email.com;27;São Paulo
User 936;user936@email.com;34;Rio de Janeiro
User 937;user937@email.com;69;Rio de Janeiro
User 938;user938@email.com;70;Rio de Janeiro
User 939;user939@email.com;36;Fortaleza
User 940;user940@email.com;55;Fortaleza
User 941;user941@email.com;70;São Paulo
User 942;user942@email.com;56;Rio de Janeiro
User 943;user943@email.com;40;São Paulo
User 944;user944@email.com;29;Rio de Janeiro
User 945;user945@email.com;70;Fortaleza
User 946;user946@email.com;57;Rio de Janeiro
User 947;user947@email.com;57;Rio de Janeiro
User 948;user948@email.com;60;Fortaleza
User 949;user949@email.com;35;Rio de Janeiro
User 950;user950@email.com;50;Fortaleza
User 951;user951@email.com;32;São Paulo
User 952;user952@email.com;42;São Paulo
User 953;user953@email.com;38;Rio de Janeiro
User 954;user954@email.com;41;Fortaleza
User 955;user955@email.com;54;São Paulo
User 956;user956@email.com;54;São Paulo
User 957;user957@email.com;48;Fortaleza
User 958;user958@email.com;29;Fortaleza
User 959;user959@email.com;43;Fortaleza
User 960;user960@email.com;51;Rio de Janeiro
User 961;user961@email.com;48;Fortaleza
User 962;user962@email.com;32;Fortaleza
User 963;user963@email.com;61;Fortaleza
User 964;user964@email.com;65;São Paulo
User 965;user965@email.com;56;Fortaleza
User 966;user966@email.com;40;São Paulo
User 967;user967@email.com;19;São Paulo
User 968;user968@email.com;45;Fortaleza
User 969;user969@email.com;20;Fortaleza
User 970;user970@email.com;62;Fortaleza
User 971;user971@email.com;20;São Paulo
User 972;user972@email.com;52;Rio de Janeiro
User 973;user973@email.com;23;Rio de Janeiro
User 974;user974@email.com;51;Fortaleza
User 975;user975@email.com;69;São Paulo
User 976;user976@email.com;64;Rio de Janeiro
User 977;user977@email.com;42;Fortaleza
User 978;user978@email.com;57;Rio de Janeiro
User 979;user979@email.com;44;Fortaleza
User 980;user980@email.com;22;Rio de Janeiro
User 981;user981@email.com;69;São Paulo
User 982;user982@email.com;63;Fortaleza
User 983;user983@email.com;36;São Paulo
User 984;user984@email.com;70;Fortaleza
User 985;user985@email.com;29;Rio de Janeiro
User 986;user986@email.com;44;Rio de Janeiro
User 987;user987@email.com;63;São Paulo
User 988;user988@email.com;20;São Paulo
User 989;user989@email.com;19;São Paulo
User 990;user990@email.com;44;Rio de Janeiro
User 991;user991@email.com;30;São Paulo
User 992;user992@email.com;25;Fortaleza
User 993;user993@email.com;70;Rio de Janeiro
User 994;user994@email.com;51;Rio de Janeiro
User 995;user995@email.com;24;Rio de Janeiro
User 996;user996@email.com;23;Fortaleza
User 997;user997@email.com;38;São Paulo
User 998;user998@email.com;43;Fortaleza
User 999;user999@email.com;56;Fortaleza
